sacc;stitle;sscinames
JX507298;Amoeboaphelidium protococcarum 18S ribosomal RNA gene;Amoeboaphelidium protococcarum
JX534725;Uncultured stramenopile clone GMW_D06-19 28S ribosomal RNA gene, partial sequence;uncultured stramenopile
JX534804;Uncultured fungus clone HCA_D08-35 28S ribosomal RNA gene, partial sequence;uncultured fungus
JX535337;Gregarinasina gen. sp. 1 KCW-2013 isolate 2 18S ribosomal RNA gene, partial sequence;Polyplicarium citrusae
JX535338;Gregarinasina gen. sp. 1 KCW-2013 isolate 3 18S ribosomal RNA gene, partial sequence;Polyplicarium citrusae
JX535339;Gregarinasina gen. sp. 1 KCW-2013 isolate 2 18S ribosomal RNA gene, partial sequence;Polyplicarium citrusae
JX545287;Uncultured Spumella clone GMW_D06-07 28S ribosomal RNA gene, partial sequence;uncultured Spumella
JX545290;Uncultured stramenopile clone GMW_D06-16 28S ribosomal RNA gene, partial sequence;uncultured stramenopile
JX545291;Uncultured stramenopile clone GMW_D06-19 28S ribosomal RNA gene, partial sequence;uncultured stramenopile
JX545293;Uncultured Spumella clone GMW_D06-23 28S ribosomal RNA gene, partial sequence;uncultured Spumella
JX545294;Uncultured Spumella clone GMW_D06-28 28S ribosomal RNA gene, partial sequence;uncultured Spumella
JX545296;Uncultured Spumella clone GMW_D06-32 28S ribosomal RNA gene, partial sequence;uncultured Spumella
JX545297;Uncultured Spumella clone GMW_D06-34 28S ribosomal RNA gene, partial sequence;uncultured Spumella
JX545298;Uncultured stramenopile clone GMW_D06-35 28S ribosomal RNA gene, partial sequence;uncultured stramenopile
JX545299;Uncultured stramenopile clone GMW_D06-35 28S ribosomal RNA gene, partial sequence;uncultured stramenopile
JX545300;Uncultured stramenopile clone GMW_D06-38 28S ribosomal RNA gene, partial sequence;uncultured stramenopile
JX567282;Mammal environmental sample clone 119 cytochrome b (CytoB) gene, partial cds;Mammal environmental sample
JX567364;Uncultured tintinnid ciliate clone Ioni7_219 18S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567409;Uncultured tintinnid ciliate clone VilleFr43_2 18S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567417;Uncultured tintinnid ciliate clone VilleFr43_344 18S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567420;Uncultured tintinnid ciliate clone VilleFr43_349 18S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567432;Uncultured tintinnid ciliate clone VilleFr43_54 18S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567442;Uncultured tintinnid ciliate clone VilleFr43_99 18S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567458;Uncultured tintinnid ciliate clone Ioni7_53 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567472;Uncultured tintinnid ciliate clone Ioni7_85 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567482;Uncultured tintinnid ciliate clone VilleFr43_24 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567489;Uncultured tintinnid ciliate clone VilleFr43_52 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567495;Uncultured tintinnid ciliate clone VilleFr43_73 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX567503;Uncultured tintinnid ciliate clone VilleFr43_90 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Tintinnida
JX645110;Uncultured cryptophyte clone B96 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX645156;Uncultured eukaryote clone B121 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
JX667686;Uncultured ciliate clone 4 18S ribosomal RNA gene, partial sequence;uncultured ciliate
JX667704;Uncultured ciliate clone 48 18S ribosomal RNA gene, partial sequence;uncultured ciliate
JX680377;Uncultured haptophyte clone Ma101-Pry1-C7 18S ribosomal RNA gene, partial sequence;Haptophyta environmental samples
JX680383;Uncultured haptophyte clone Ma125-Pry1-C8 18S ribosomal RNA gene, partial sequence;Haptophyta environmental samples
JX680405;Uncultured haptophyte clone Ma135-Pry1-C26 18S ribosomal RNA gene, partial sequence;Haptophyta environmental samples
JX840898;Uncultured cryptophyte clone ARK_14 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX855784;Uncultured bacterium clone Len360 16S ribosomal RNA gene, partial sequence;uncultured bacterium
JX864757;Uncultured bacterium clone BF2010_Jul_5m_D3 16S ribosomal RNA gene, partial sequence;uncultured bacterium
JX869357;Uncultured cercozoan clone env_Pavin_epi_T_NS21Hbis 18S ribosomal RNA gene, partial sequence;uncultured Cercozoa
JX869372;Uncultured Chytridiomycota clone env_Pavin_epi_T_NS69G 18S ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
JX869373;Uncultured Chytridiomycota clone env_Pavin_epi_T_NS54A 18S ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
JX869374;Uncultured Chytridiomycota clone env_Pavin_epi_T_NS51C 18S ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
JX869375;Uncultured Chytridiomycota clone env_Pavin_epi_T_NS67F 18S ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
JX869376;Uncultured Chytridiomycota clone env_Pavin_epi_T_NS67A 18S ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
JX869385;Uncultured cryptophyte clone env_Pavin_epi_T_NS21Dbis 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX869386;Uncultured cryptophyte clone env_Pavin_epi_T_NS37H 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX869387;Uncultured cryptophyte clone env_Pavin_epi_T_NS611E 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX869388;Uncultured cryptophyte clone env_Pavin_epi_T_NS611G 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX869389;Uncultured cryptophyte clone env_Pavin_epi_T_NS23H 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
JX869397;Uncultured Streptophyta clone env_Pavin_epi_T_NS31D 18S ribosomal RNA gene, partial sequence;uncultured Streptophyta
JX974792;Uncultured fungus clone D094 internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region;uncultured fungus
JX974805;Uncultured fungus clone B056 internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region;uncultured fungus
JX974806;Uncultured fungus clone B066 internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, region;uncultured fungus
JX988759;Uncultured Picomonas clone PICOBI01F-L52R_11 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Picomonas
JX988760;Uncultured Picomonas clone PICOBI01F-L52R_7 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence;uncultured Picomonas
JX988761;Uncultured Picomonas clone PICOBI01F-L52R_12 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Picomonas
JX988762;Uncultured Picomonas clone PICOBI01F-L52R_9 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence;uncultured Picomonas
JX988763;Uncultured Picomonas clone PICOBI01F-L52R_8 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Picomonas
JX988764;Uncultured Picomonas clone PICOBI01F-L52R_10 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence;uncultured Picomonas
JX988766;Uncultured Picomonas clone PICOBI01F-L52R_14 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Picomonas
KC182999;Uncultured trypanosome clone TKM_1406 28S ribosomal RNA gene, partial sequence;uncultured trypanosome
KC183123;Uncultured trypanosome clone TKM_1406 28S ribosomal RNA gene, partial sequence;uncultured trypanosome
KC183135;Uncultured trypanosome clone ANM_2136 28S ribosomal RNA gene, partial sequence;uncultured trypanosome
KC183608;Uncultured trypanosome clone TKM_1406 28S ribosomal RNA gene, partial sequence;uncultured trypanosome
KC266787;Arthropoda environmental sample clone HENBPVM09FOE5C1 cytochrome c oxidase 1-like gene, partial sequence mitochondrial;Arthropoda environmental sample
KC267294;Arthropoda environmental sample clone HENBPVM09FU3RZ1 cytochrome c oxidase 1-like gene, partial sequence mitochondrial;Arthropoda environmental sample
KC267719;Arthropoda environmental sample clone HENBPVM09FR1T11 cytochrome c oxidase 1-like gene, partial sequence mitochondrial;Arthropoda environmental sample
KC267940;Arthropoda environmental sample clone HENBPVM09FQI371 cytochrome c oxidase 1-like gene, partial sequence mitochondrial;Arthropoda environmental sample
KC315807;Uncultured eukaryote clone KRL03E06 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC315819;Uncultured eukaryote clone KRL03E42 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC315823;Uncultured eukaryote clone KRL03E64 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC315843;Uncultured eukaryote clone KRL09E36 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC331306;Uncultured bacterium clone lp088 16S ribosomal RNA gene, partial sequence;uncultured bacterium
KC336908;Uncultured eukaryote clone Seq13_A05 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336909;Uncultured eukaryote clone Seq13_A07 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336911;Uncultured eukaryote clone Seq13_B04 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336912;Uncultured eukaryote clone Seq13_B05 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336914;Uncultured eukaryote clone Seq13_A07 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336918;Uncultured eukaryote clone Seq13_C04 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336924;Uncultured eukaryote clone Seq13_D06 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336930;Uncultured eukaryote clone Seq13_E03 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336937;Uncultured eukaryote clone Seq13_E11 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336953;Uncultured eukaryote clone Seq-15_A11 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336956;Uncultured eukaryote clone Seq-15_A17 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336965;Uncultured eukaryote clone Seq-15_E19 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336967;Uncultured eukaryote clone Seq13_A05 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336973;Uncultured eukaryote clone Seq13_A05 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336978;Uncultured eukaryote clone Seq-15_K19 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336979;Uncultured eukaryote clone Seq-15_K23 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC336987;Uncultured eukaryote clone Seq13_A05 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
KC411244;Uncultured Glomerales clone B08_24 large subunit ribosomal RNA gene, partial sequence;uncultured Glomerales
KC486775;Uncultured Amoebidium isolate LT37_C21 18S ribosomal RNA gene, partial sequence;uncultured Amoebidium
KC488341;Uncultured biliphyte clone HL5aSCM04.17 18S ribosomal RNA gene, partial sequence;uncultured biliphyte
KC488344;Uncultured biliphyte clone HL5aSF04.30 18S ribosomal RNA gene, partial sequence;uncultured biliphyte
KC488352;Uncultured Chlorophyta clone BBL6SF10.79 18S ribosomal RNA gene, partial sequence;uncultured Chlorophyta
KC488361;Uncultured choanoflagellate clone HL2SCM04.78 18S ribosomal RNA gene, partial sequence;uncultured Choanoflagellida
KC488364;Uncultured ciliate clone BBL1SCM10.79 18S ribosomal RNA gene, partial sequence;uncultured ciliate
KC488368;Uncultured ciliate clone BBL1SF10.66 18S ribosomal RNA gene, partial sequence;uncultured ciliate
KC488400;Uncultured cryptophyte clone BBL6SCM10.23 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
KC488401;Uncultured cryptophyte clone HL2SCM10.09 18S ribosomal RNA gene, partial sequence;uncultured Cryptophyta
KC488424;Uncultured dinoflagellate clone HL2SCM10.11 18S ribosomal RNA gene, partial sequence;uncultured dinoflagellate
KC488428;Uncultured dinoflagellate clone HL2SF10.22 18S ribosomal RNA gene, partial sequence;uncultured dinoflagellate
KC488559;Uncultured Rhizaria clone BBL1SCM04.83 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488562;Uncultured Rhizaria clone BBL1SF04.90 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488563;Uncultured Rhizaria clone BBL1SF10.49 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488570;Uncultured Rhizaria clone BBL6SCM04.44 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488571;Uncultured Rhizaria clone BBL6SCM04.67 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488572;Uncultured Rhizaria clone BBL6SCM04.74 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488574;Uncultured Rhizaria clone BBL6SF04.09 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488575;Uncultured Rhizaria clone BBL6SF04.17 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488579;Uncultured Rhizaria clone HL2SCM04.21 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488580;Uncultured Rhizaria clone HL2SCM04.45 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488581;Uncultured Rhizaria clone HL2SCM04.74 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488582;Uncultured Rhizaria clone HL2SCM10.63 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488583;Uncultured Rhizaria clone HL2SF04.26 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488595;Uncultured Rhizaria clone HL5aSF04.67 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488597;Uncultured Rhizaria clone HL5aSF10.31 18S ribosomal RNA gene, partial sequence;uncultured Rhizaria
KC488613;Uncultured Telonemida clone BBL1SCM10.41 18S ribosomal RNA gene, partial sequence;uncultured Telonemida
KC557234;Uncultured fungus clone NTS_28S_003E_2_h6 28S ribosomal RNA gene, partial sequence;uncultured fungus
